"","client","signaleringid","indicatorid","waarde","argument","naam","gewicht","eindresultaat","succes","toelichting","Datasource1","Interface1","Time","Year","Quarter","Month","MonthName","Week","WeekDay","DayMonth","DayYear","TimeJS","YearWeek","eindargumentatie","MS","Oncology","CV","PAH","signalering_eindresultaat"
"12416","",1051084,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-29 14:18:36,2015,1,1,"January","05","Thursday",29,29,1422541116.963,"2015.05","Other","","","","Life",119
"12418","",1051084,536,100,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Claims database interface",2015-01-29 14:18:36,2015,1,1,"January","05","Thursday",29,29,1422541116.963,"2015.05","Other","","","","Life",119
"12420","",1051096,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-29 15:04:00,2015,1,1,"January","05","Thursday",29,29,1422543840.413,"2015.05","CSR","","","","Life",8
"12421","",1051096,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-29 15:04:00,2015,1,1,"January","05","Thursday",29,29,1422543840.413,"2015.05","CSR","","","","Life",8
"12422","",1051096,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-29 15:04:00,2015,1,1,"January","05","Thursday",29,29,1422543840.413,"2015.05","CSR","","","","Life",8
"12424","",1051100,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-29 15:16:44,2015,1,1,"January","05","Thursday",29,29,1422544604.19,"2015.05","CSR","","","","Life",72
"12425","",1051100,536,100,"In-House","CRO3",1,1,"NULL","NULL","claim_history","Claims database interface",2015-01-29 15:16:44,2015,1,1,"January","05","Thursday",29,29,1422544604.19,"2015.05","CSR","","","","Life",72
"12427","",1051122,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-29 15:53:22,2015,1,1,"January","05","Thursday",29,29,1422546802.877,"2015.05","CSR","","","","Life",2
"12428","",1051122,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-29 15:53:22,2015,1,1,"January","05","Thursday",29,29,1422546802.877,"2015.05","CSR","","","","Life",2
"12430","",1051167,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-29 17:36:29,2015,1,1,"January","05","Thursday",29,29,1422552989.657,"2015.05","CSR","","","","Life",8
"12431","",1051167,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-29 17:36:29,2015,1,1,"January","05","Thursday",29,29,1422552989.657,"2015.05","CSR","","","","Life",8
"12432","",1051167,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-29 17:36:29,2015,1,1,"January","05","Thursday",29,29,1422552989.657,"2015.05","CSR","","","","Life",8
"12434","",1051180,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-29 18:43:25,2015,1,1,"January","05","Thursday",29,29,1422557005.12,"2015.05","CSR","","","","Life",8
"12435","",1051180,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-01-29 18:43:25,2015,1,1,"January","05","Thursday",29,29,1422557005.12,"2015.05","CSR","","","","Life",8
"12436","",1051180,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-29 18:43:25,2015,1,1,"January","05","Thursday",29,29,1422557005.12,"2015.05","CSR","","","","Life",8
"12441","",1051205,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-01-29 20:36:52,2015,1,1,"January","05","Thursday",29,29,1422563812.923,"2015.05","CSR","","","","Life",313
"12442","",1051205,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-29 20:36:52,2015,1,1,"January","05","Thursday",29,29,1422563812.923,"2015.05","CSR","","","","Life",313
"12443","",1051205,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-29 20:36:52,2015,1,1,"January","05","Thursday",29,29,1422563812.923,"2015.05","CSR","","","","Life",313
"12447","",1051209,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-29 20:40:11,2015,1,1,"January","05","Thursday",29,29,1422564011.05,"2015.05","Other","","","","Life",108
"12449","",1051209,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-29 20:40:11,2015,1,1,"January","05","Thursday",29,29,1422564011.05,"2015.05","Other","","","","Life",108
"12453","",1051250,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-30 08:26:57,2015,1,1,"January","05","Friday",30,30,1422606417.01,"2015.05","CSR","","","","Life",232
"12454","",1051250,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-30 08:26:57,2015,1,1,"January","05","Friday",30,30,1422606417.01,"2015.05","CSR","","","","Life",232
"12457","",1051288,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-30 10:10:11,2015,1,1,"January","05","Friday",30,30,1422612611.797,"2015.05","CSR","","","","Life",15
"12460","",1051359,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-30 13:07:05,2015,1,1,"January","05","Friday",30,30,1422623225.013,"2015.05","CSR","","","","Life",43
"12461","",1051359,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2015-01-30 13:07:05,2015,1,1,"January","05","Friday",30,30,1422623225.013,"2015.05","CSR","","","","Life",43
"12462","",1051359,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-30 13:07:05,2015,1,1,"January","05","Friday",30,30,1422623225.013,"2015.05","CSR","","","","Life",43
"12465","",1051370,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-01-30 13:30:24,2015,1,1,"January","05","Friday",30,30,1422624624.943,"2015.05","CSR","","","","Life",13
"12466","",1051370,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-30 13:30:24,2015,1,1,"January","05","Friday",30,30,1422624624.943,"2015.05","CSR","","","","Life",13
"12467","",1051370,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-30 13:30:24,2015,1,1,"January","05","Friday",30,30,1422624624.943,"2015.05","CSR","","","","Life",13
"12477","",1052094,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-30 21:12:44,2015,1,1,"January","05","Friday",30,30,1422652364.433,"2015.05","CSR","","","","Life",113
"12478","",1052094,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-01-30 21:12:44,2015,1,1,"January","05","Friday",30,30,1422652364.433,"2015.05","CSR","","","","Life",113
"12479","",1052094,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-30 21:12:44,2015,1,1,"January","05","Friday",30,30,1422652364.433,"2015.05","CSR","","","","Life",113
"12481","",1052103,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-30 21:43:01,2015,1,1,"January","05","Friday",30,30,1422654181.21,"2015.05","CSR","","","","Life",102
"12483","",1052103,536,100,"In-House","CRO3",1,1,"NULL","NULL","R_model","Claims database interface",2015-01-30 21:43:01,2015,1,1,"January","05","Friday",30,30,1422654181.21,"2015.05","CSR","","","","Life",102
"12485","",1052108,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-30 21:44:26,2015,1,1,"January","05","Friday",30,30,1422654266.023,"2015.05","Other","","","","Life",102
"12487","",1052108,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-30 21:44:26,2015,1,1,"January","05","Friday",30,30,1422654266.023,"2015.05","Other","","","","Life",102
"12488","",1052124,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-30 22:42:45,2015,1,1,"January","05","Friday",30,30,1422657765.317,"2015.05","Other","","","","Life",1
"12491","",1052195,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-01-31 12:52:05,2015,1,1,"January","05","Saturday",31,31,1422708725.903,"2015.05","CSR","","","","Life",39
"12492","",1052195,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-01-31 12:52:05,2015,1,1,"January","05","Saturday",31,31,1422708725.903,"2015.05","CSR","","","","Life",39
"12493","",1052195,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-01-31 12:52:05,2015,1,1,"January","05","Saturday",31,31,1422708725.903,"2015.05","CSR","","","","Life",39
"12496","",1052209,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-31 13:06:21,2015,1,1,"January","05","Saturday",31,31,1422709581.2,"2015.05","CSR","","","","Life",108
"12497","",1052209,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-01-31 13:06:21,2015,1,1,"January","05","Saturday",31,31,1422709581.2,"2015.05","CSR","","","","Life",108
"12498","",1052264,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-01-31 16:00:10,2015,1,1,"January","05","Saturday",31,31,1422720010.323,"2015.05","CSR","","","","Life",2
"12499","",1052264,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-31 16:00:10,2015,1,1,"January","05","Saturday",31,31,1422720010.323,"2015.05","CSR","","","","Life",2
"12501","",1052333,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-01-31 21:41:57,2015,1,1,"January","05","Saturday",31,31,1422740517.903,"2015.05","CSR","","","","Life",3
"12502","",1052333,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-01-31 21:41:57,2015,1,1,"January","05","Saturday",31,31,1422740517.903,"2015.05","CSR","","","","Life",3
"12503","",1052392,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-02-01 13:15:07,2015,1,2,"February","05","Sunday",1,32,1422796507.943,"2015.05","CSR","","","","Life",1
"12506","",1052434,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-02-01 14:56:59,2015,1,2,"February","05","Sunday",1,32,1422802619.517,"2015.05","CSR","","","","Life",103
"12508","",1052434,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-02-01 14:56:59,2015,1,2,"February","05","Sunday",1,32,1422802619.517,"2015.05","CSR","","","","Life",103
"12511","",1052440,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-02-01 15:17:25,2015,1,2,"February","05","Sunday",1,32,1422803845.177,"2015.05","CSR","","","","Life",36
"12513","",1052472,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-02-01 17:39:20,2015,1,2,"February","05","Sunday",1,32,1422812360.423,"2015.05","CSR","","","","Life",6
"12516","",1052497,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-02-01 19:16:14,2015,1,2,"February","05","Sunday",1,32,1422818174.893,"2015.05","Other","","","","Life",107
"12518","",1052497,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-02-01 19:16:14,2015,1,2,"February","05","Sunday",1,32,1422818174.893,"2015.05","Other","","","","Life",107
"12520","",1052575,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-02-02 09:03:08,2015,1,2,"February","05","Monday",2,33,1422867788.477,"2015.05","Other","","","","Life",6
"12522","",1052588,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-02-02 09:50:52,2015,1,2,"February","05","Monday",2,33,1422870652.447,"2015.05","CSR","","","","Life",6
"12525","",1052618,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-02-02 11:18:23,2015,1,2,"February","05","Monday",2,33,1422875903.517,"2015.05","Submission","","","","Life",38
"12526","",1052618,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-02-02 11:18:23,2015,1,2,"February","05","Monday",2,33,1422875903.517,"2015.05","Submission","","","","Life",38
"12527","",1052621,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-02-02 11:29:57,2015,1,2,"February","05","Monday",2,33,1422876597.68,"2015.05","CSR","","","","Life",1
"12528","",1052650,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-02-02 12:12:57,2015,1,2,"February","05","Monday",2,33,1422879177.743,"2015.05","Other","","","","Life",1
"12529","",1052656,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-02-02 12:20:33,2015,1,2,"February","05","Monday",2,33,1422879633.86,"2015.05","CSR","","","","Life",3
"12530","",1052656,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2015-02-02 12:20:33,2015,1,2,"February","05","Monday",2,33,1422879633.86,"2015.05","CSR","","","","Life",3
"12531","",1052656,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-02-02 12:20:33,2015,1,2,"February","05","Monday",2,33,1422879633.86,"2015.05","CSR","","","","Life",3
"12533","",1052671,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-02-02 12:54:49,2015,1,2,"February","05","Monday",2,33,1422881689.36,"2015.05","CSR","","","","Life",3
"12534","",1052671,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-02-02 12:54:49,2015,1,2,"February","05","Monday",2,33,1422881689.36,"2015.05","CSR","","","","Life",3
"12538","",1052690,505,100,"Outsource","CRO1",1,1,"NULL","NULL","claim_history","RServe interface",2015-02-02 13:41:09,2015,1,2,"February","05","Monday",2,33,1422884469.263,"2015.05","CSR","","","","Life",208
"12539","",1052690,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-02-02 13:41:09,2015,1,2,"February","05","Monday",2,33,1422884469.263,"2015.05","CSR","","","","Life",208
"12541","",1052758,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-02-02 15:43:15,2015,1,2,"February","05","Monday",2,33,1422891795.917,"2015.05","Submission","","","","Life",16
"12543","",1052855,505,100,"Outsource","CRO1",1,1,"NULL","NULL","R_model","RServe interface",2015-02-02 20:29:28,2015,1,2,"February","05","Monday",2,33,1422908968,"2015.05","CSR","","","","Life",4
"12544","",1052855,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Unmapped",2015-02-02 20:29:28,2015,1,2,"February","05","Monday",2,33,1422908968,"2015.05","CSR","","","","Life",4
"12545","",1052855,536,100,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Claims database interface",2015-02-02 20:29:28,2015,1,2,"February","05","Monday",2,33,1422908968,"2015.05","CSR","","","","Life",4
"12548","",1052866,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-02-02 20:42:06,2015,1,2,"February","05","Monday",2,33,1422909726.26,"2015.05","CSR","","","","Life",108
"12549","",1052866,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-02-02 20:42:06,2015,1,2,"February","05","Monday",2,33,1422909726.26,"2015.05","CSR","","","","Life",108
"12553","",1052884,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-02-02 21:44:40,2015,1,2,"February","05","Monday",2,33,1422913480.103,"2015.05","Other","","","","Life",35
"12554","",1052884,528,50,"In-House","Janssen",1,1,"NULL","NULL","R_model","Unmapped",2015-02-02 21:44:40,2015,1,2,"February","05","Monday",2,33,1422913480.103,"2015.05","Other","","","","Life",35
"12555","",1052884,536,100,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Claims database interface",2015-02-02 21:44:40,2015,1,2,"February","05","Monday",2,33,1422913480.103,"2015.05","Other","","","","Life",35
"12556","",1052983,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-02-03 12:10:08,2015,1,2,"February","05","Tuesday",3,34,1422965408.86,"2015.05","Other","","","","Life",1
"12558","",1052991,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-02-03 12:27:27,2015,1,2,"February","05","Tuesday",3,34,1422966447.157,"2015.05","CSR","","","","Life",108
"12560","",1052991,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-02-03 12:27:27,2015,1,2,"February","05","Tuesday",3,34,1422966447.157,"2015.05","CSR","","","","Life",108
"12561","",1052991,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-02-03 12:27:27,2015,1,2,"February","05","Tuesday",3,34,1422966447.157,"2015.05","CSR","","","","Life",108
"12562","",1053021,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-02-03 13:57:08,2015,1,2,"February","05","Tuesday",3,34,1422971828.88,"2015.05","CSR","","","","Life",1
"12565","",1053033,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-02-03 14:23:48,2015,1,2,"February","05","Tuesday",3,34,1422973428.64,"2015.05","CSR","","","","Life",46
"12568","",1053074,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-02-03 15:33:00,2015,1,2,"February","05","Tuesday",3,34,1422977580.3,"2015.05","CSR","","","","Life",103
"12570","",1053074,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-02-03 15:33:00,2015,1,2,"February","05","Tuesday",3,34,1422977580.3,"2015.05","CSR","","","","Life",103
"12577","",1054861,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-02-03 17:39:31,2015,1,2,"February","05","Tuesday",3,34,1422985171.003,"2015.05","CSR","","","","Life",4
"12578","",1054861,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-02-03 17:39:31,2015,1,2,"February","05","Tuesday",3,34,1422985171.003,"2015.05","CSR","","","","Life",4
"12579","",1054861,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-02-03 17:39:31,2015,1,2,"February","05","Tuesday",3,34,1422985171.003,"2015.05","CSR","","","","Life",4
